"domain","process","subprocess","model_coupled","parameter","default","unit","value","note"
"water","water_column_processes","adsorption","GLM-AED2","Qmax","1","-","","Sorption constant"
"water","water_column_processes","adsorption","GLM-AED2","Qmax","1","-","","Sorption constant"
"water","water_column_processes","phosphorus","GLM-AED2","frp_initial","0.06","mmol P m-3","","-"
"water","water_column_processes","phosphorus","GLM-AED2","frp_initial","0.06","mmol P m-3","","-"
"water","water_sediment_exchange","phosphorus","GLM-AED2","Fsed_frp","0.5","mmol P m-3 d-1","","Sediment-water flux for inorganic phosphorus"
"water","water_sediment_exchange","phosphorus","GLM-AED2","Fsed_frp","0.5","mmol P m-3 d-1","","Sediment-water flux for inorganic phosphorus"
"water","water_sediment_exchange","phosphorus","GLM-AED2","theta_sed_frp","1.08","-","","half-saturation concentration of  inorganic phosphorus sediment flux"
"water","water_sediment_exchange","phosphorus","GLM-AED2","theta_sed_frp","1.08","-","","half-saturation concentration of  inorganic phosphorus sediment flux"
"water","water_sediment_exchange","phosphorus","GLM-AED2","Ksed_frp","200","mmol P m-3","","Arrhenius temperature multiplier for sediment  inorganic phosphorus flux"
"water","water_sediment_exchange","phosphorus","GLM-AED2","Ksed_frp","200","mmol P m-3","","Arrhenius temperature multiplier for sediment  inorganic phosphorus flux"
"water","water_column_processes","adsorption","GLM-AED2","Qmax","1","-","","Sorption constant"
"water","water_column_processes","adsorption","GLM-AED2","Qmax","1","-","","Sorption constant"
"water","water_sediment_exchange","sedimentation","GOTM-Selmaprotbas","sedratepo4","0.5","m d-1","","P-Fe sedimentation rate"
