time,FLOW,SALT,TEMP,PHS_frp,PHS_frp_ads,OGM_dop,OGM_pop,OGM_don,NIT_amm,NIT_nit,OGM_docr,CAR_dic,CAR_pH,SIL_rsi,ZOO_daphnia
1979-01-17,11.127506,0,-1.177962,0.9109,1.9394,0.7564,0.2721,43.5558,77.6016,435.5582,583.3333,5000.0000,7.7000,33.0000,0.0000
1979-01-18,10.385950,0,-1.155829,0.9094,1.9362,0.7551,0.2717,44.1080,75.3123,441.0803,583.3333,5000.0000,7.7000,33.0000,0.0000
1979-01-19,10.425897,0,-1.137901,0.9101,1.9375,0.7556,0.2718,44.4794,73.8322,444.7936,583.3333,5000.0000,7.7000,33.0000,0.0000
1979-01-20,10.157418,0,-1.118456,0.9114,1.9404,0.7567,0.2722,44.7988,72.5931,447.9875,583.3333,5000.0000,7.7000,33.0000,0.0000
1979-01-21,9.774444,0,-1.092677,0.9122,1.9422,0.7574,0.2725,45.1785,71.1529,451.7852,583.3333,5000.0000,7.7000,33.0000,0.0000
1979-01-22,9.269989,0,-1.060881,0.9127,1.9431,0.7578,0.2726,45.6126,69.5521,456.1259,583.3333,5000.0000,7.7000,33.0000,0.0000
1979-01-23,8.968640,0,-1.026633,0.9136,1.9451,0.7586,0.2729,46.0169,68.1061,460.1690,583.3333,5000.0000,7.7000,33.0000,0.0000
1979-01-24,9.151742,0,-1.003538,0.9184,1.9553,0.7626,0.2743,46.0626,67.9544,460.6264,583.3333,5000.0000,7.7000,33.0000,0.0000
1979-01-25,8.849863,0,-0.967572,0.9211,1.9610,0.7648,0.2751,46.3258,67.0398,463.2580,583.3333,5000.0000,7.7000,33.0000,0.0000
1979-01-26,8.517956,0,-0.927030,0.9237,1.9667,0.7670,0.2759,46.6081,66.0758,466.0812,583.3333,5000.0000,7.7000,33.0000,0.0000
1979-01-27,8.317390,0,-0.885496,0.9272,1.9741,0.7699,0.2770,46.8225,65.3569,468.2250,583.3333,5000.0000,7.7000,33.0000,0.0000
1979-01-28,8.115187,0,-0.841644,0.9312,1.9826,0.7732,0.2782,47.0007,64.7669,470.0073,583.3333,5000.0000,7.7000,33.0000,0.0000
1979-01-29,7.898513,0,-0.794056,0.9354,1.9915,0.7767,0.2794,47.1775,64.1878,471.7746,583.3333,5000.0000,7.7000,33.0000,0.0000
1979-01-30,7.678774,0,-0.742848,0.9398,2.0008,0.7803,0.2807,47.3500,63.6277,473.5005,583.3333,5000.0000,7.7000,33.0000,0.0000
1979-01-31,7.507560,0,-0.689513,0.9447,2.0112,0.7844,0.2822,47.4818,63.2033,474.8180,583.3333,5000.0000,7.7000,33.0000,0.0000
1979-02-01,7.339931,0,-0.633025,0.9499,2.0224,0.7887,0.2837,47.5981,62.8303,475.9809,583.3333,5000.0000,7.7000,33.0000,0.0000
1979-02-02,7.180877,0,-0.573168,0.9554,2.0341,0.7933,0.2854,47.7045,62.4898,477.0453,583.3333,5000.0000,7.7000,33.0000,0.0000
1979-02-03,7.037130,0,-0.510605,0.9613,2.0466,0.7982,0.2871,47.7849,62.2318,477.8490,583.3333,5000.0000,7.7000,33.0000,0.0000
1979-02-04,6.914237,0,-0.445291,0.9676,2.0601,0.8034,0.2890,47.8406,62.0505,478.4059,583.3333,5000.0000,7.7000,33.0000,0.0000
1979-02-05,6.801946,0,-0.377031,0.9743,2.0743,0.8090,0.2910,47.8767,61.9291,478.7675,583.3333,5000.0000,7.7000,33.0000,0.0000
1979-02-06,6.700815,0,-0.305845,0.9814,2.0893,0.8148,0.2931,47.8933,61.8672,478.9331,583.3333,5000.0000,7.7000,33.0000,0.0000
1979-02-07,6.608897,0,-0.231547,0.9887,2.1050,0.8209,0.2953,47.8953,61.8489,478.9535,583.3333,5000.0000,7.7000,33.0000,0.0000
1979-02-08,6.510769,0,-0.153832,0.9963,2.1212,0.8273,0.2976,47.8909,61.8490,478.9094,583.3333,5000.0000,7.7000,33.0000,0.0000
1979-02-09,6.406763,0,-0.072993,1.0042,2.1380,0.8338,0.3000,47.8733,61.8888,478.7326,583.3333,5000.0000,7.7000,33.0000,0.0000
1979-02-10,6.252537,0,0.013452,1.0118,2.1541,0.8401,0.3022,47.9047,61.7748,479.0466,583.3333,5000.0000,7.7000,33.0000,0.0000
1979-02-11,6.131797,0,0.102830,1.0197,2.1709,0.8467,0.3046,47.9191,61.7121,479.1910,583.3333,5000.0000,7.7000,33.0000,0.0000
1979-02-12,6.345241,0,0.187257,1.0301,2.1931,0.8553,0.3077,47.7214,62.3082,477.2139,583.3333,5000.0000,7.7000,33.0000,0.0000
1979-02-13,6.279917,0,0.279284,1.0396,2.2133,0.8632,0.3105,47.6243,62.5924,476.2427,583.3333,5000.0000,7.7000,33.0000,0.0000
1979-02-14,6.207115,0,0.375831,1.0490,2.2334,0.8710,0.3133,47.5515,62.7997,475.5152,583.3333,5000.0000,7.7000,33.0000,0.0000
1979-02-15,6.125131,0,0.475940,1.0586,2.2538,0.8790,0.3162,47.4801,63.0024,474.8005,583.3333,5000.0000,7.7000,33.0000,0.0000
1979-02-16,6.062014,0,0.578690,1.0686,2.2751,0.8873,0.3192,47.3879,63.2708,473.8792,583.3333,5000.0000,7.7000,33.0000,0.0000
1979-02-17,5.996662,0,0.684829,1.0789,2.2969,0.8958,0.3223,47.2942,63.5446,472.9420,583.3333,5000.0000,7.7000,33.0000,0.0000
1979-02-18,5.941830,0,0.794017,1.0894,2.3193,0.9045,0.3254,47.1914,63.8481,471.9139,583.3333,5000.0000,7.7000,33.0000,0.0000
1979-02-19,5.916346,0,0.905764,1.1004,2.3427,0.9137,0.3287,47.0682,64.2189,470.6825,583.3333,5000.0000,7.7000,33.0000,0.0000
1979-02-20,5.731711,0,1.024924,1.1104,2.3640,0.9219,0.3317,47.0438,64.2664,470.4381,583.3333,5000.0000,7.7000,33.0000,0.0000
1979-02-21,6.109203,0,1.116285,1.1299,2.4056,0.9382,0.3375,46.2677,66.8504,462.6774,583.3333,5000.0000,7.7000,33.0000,0.0000
1979-02-22,6.548783,0,1.207604,1.1509,2.4503,0.9556,0.3438,45.4262,69.8246,454.2624,583.3333,5000.0000,7.7000,33.0000,0.0000
1979-02-23,7.047197,0,1.231602,1.1947,2.5435,0.9920,0.3569,43.0014,79.6109,430.0138,583.3333,5000.0000,7.7000,33.0000,0.0000
1979-02-24,6.821992,0,1.359971,1.2072,2.5700,1.0023,0.3606,42.8930,80.0470,428.9296,583.3333,5000.0000,7.7000,33.0000,0.0000
1979-02-25,6.834960,0,1.484736,1.2220,2.6017,1.0147,0.3650,42.6346,81.1664,426.3458,583.3333,5000.0000,7.7000,33.0000,0.0000
1979-02-26,6.912375,0,1.607251,1.2390,2.6378,1.0287,0.3701,42.2595,82.8536,422.5950,583.3333,5000.0000,7.7000,33.0000,0.0000
1979-02-27,6.951317,0,1.735540,1.2553,2.6726,1.0423,0.3750,41.9452,84.2959,419.4524,583.3333,5000.0000,7.7000,33.0000,0.0000
1979-02-28,6.926715,0,1.872110,1.2702,2.7043,1.0547,0.3794,41.7452,85.2105,417.4517,583.3333,5000.0000,7.7000,33.0000,0.0000
1979-03-01,6.944610,0,2.013298,1.2848,2.7354,1.0668,0.3838,41.5797,85.9658,415.7974,583.3333,5000.0000,7.7000,33.0000,0.0000
1979-03-02,6.731471,0,2.161587,1.2982,2.7640,1.0780,0.3878,41.5024,86.2877,415.0241,583.3333,5000.0000,7.7000,33.0000,0.0000
1979-03-03,7.566115,0,2.279562,1.3236,2.8179,1.0990,0.3954,40.7206,90.2511,407.2065,583.3333,5000.0000,7.7000,33.0000,0.0000
1979-03-04,8.366814,0,2.327732,1.3758,2.9292,1.1424,0.4110,38.4847,103.2776,384.8466,583.3333,5000.0000,7.7000,33.0000,0.0000
1979-03-05,8.501163,0,2.452984,1.4022,2.9854,1.1643,0.4188,37.7899,107.8090,377.8995,583.3333,5000.0000,7.7000,33.0000,0.0000
1979-03-06,8.591390,0,2.595347,1.4238,3.0312,1.1822,0.4253,37.3819,110.5655,373.8192,583.3333,5000.0000,7.7000,33.0000,0.0000
1979-03-07,8.844063,0,2.736656,1.4472,3.0810,1.2016,0.4323,36.9054,113.9289,369.0536,583.3333,5000.0000,7.7000,33.0000,0.0000
1979-03-08,8.016184,0,2.877427,1.4723,3.1345,1.2224,0.4398,36.3736,117.8674,363.7360,583.3333,5000.0000,7.7000,33.0000,0.0000
1979-03-09,9.300237,0,3.031422,1.4937,3.1801,1.2402,0.4462,36.0443,120.3639,360.4426,583.3333,5000.0000,7.7000,33.0000,0.0000
1979-03-10,9.286827,0,3.194689,1.5128,3.2208,1.2561,0.4519,35.8396,121.9113,358.3961,583.3333,5000.0000,7.7000,33.0000,0.0000
1979-03-11,9.321295,0,3.362316,1.5315,3.2605,1.2716,0.4575,35.6682,123.2101,356.6815,583.3333,5000.0000,7.7000,33.0000,0.0000
1979-03-12,8.967081,0,3.535638,1.5491,3.2982,1.2863,0.4627,35.5546,124.0409,355.5460,583.3333,5000.0000,7.7000,33.0000,0.0000
1979-03-13,10.281208,0,3.679158,1.5805,3.3650,1.3124,0.4721,34.8588,129.9435,348.5882,583.3333,5000.0000,7.7000,33.0000,0.0000
1979-03-14,9.905913,0,3.845517,1.6039,3.4148,1.3318,0.4791,34.5360,132.7494,345.3600,583.3333,5000.0000,7.7000,33.0000,0.0000
1979-03-15,9.864619,0,4.028424,1.6216,3.4524,1.3464,0.4844,34.4649,133.2756,344.6491,583.3333,5000.0000,7.7000,33.0000,0.0000
1979-03-16,9.893305,0,4.211119,1.6406,3.4928,1.3622,0.4900,34.3485,134.2267,343.4854,583.3333,5000.0000,7.7000,33.0000,0.0000
1979-03-17,11.377702,0,4.354156,1.6783,3.5732,1.3936,0.5013,33.5054,142.3322,335.0535,583.3333,5000.0000,7.7000,33.0000,0.0000
1979-03-18,16.653801,0,4.379412,1.7723,3.7733,1.4716,0.5294,30.7374,174.8736,307.3740,583.3333,5000.0000,7.7000,33.0000,0.0000
1979-03-19,18.684878,0,4.418135,1.8659,3.9726,1.5493,0.5574,28.3626,211.8647,283.6263,583.3333,5000.0000,7.7000,33.0000,0.0000
1979-03-20,21.218709,0,4.565748,1.9098,4.0660,1.5857,0.5705,27.6411,225.1341,276.4113,583.3333,5000.0000,7.7000,33.0000,0.0000
1979-03-21,16.995788,0,5.129919,1.7522,3.7306,1.4549,0.5234,33.2873,143.9642,332.8729,583.3333,5000.0000,7.7000,33.0000,0.0000
1979-03-22,18.839403,0,5.210234,1.8276,3.8910,1.5175,0.5459,31.2781,166.9808,312.7813,583.3333,5000.0000,7.7000,33.0000,0.0000
1979-03-23,23.308129,0,5.237626,1.9339,4.1172,1.6057,0.5776,28.5802,207.1031,285.8021,583.3333,5000.0000,7.7000,33.0000,0.0000
1979-03-24,25.356255,0,5.378930,1.9868,4.2299,1.6496,0.5934,27.6512,223.9364,276.5124,583.3333,5000.0000,7.7000,33.0000,0.0000
1979-03-25,26.748274,0,5.551729,2.0252,4.3117,1.6815,0.6049,27.1602,233.5032,271.6022,583.3333,5000.0000,7.7000,33.0000,0.0000
1979-03-26,26.948473,0,5.754015,2.0493,4.3631,1.7016,0.6121,27.0569,235.3730,270.5690,583.3333,5000.0000,7.7000,33.0000,0.0000
1979-03-27,26.600583,0,5.975216,2.0644,4.3952,1.7141,0.6166,27.1903,232.3379,271.9026,583.3333,5000.0000,7.7000,33.0000,0.0000
1979-03-28,27.911293,0,6.171349,2.0942,4.4587,1.7389,0.6256,26.9547,236.9557,269.5468,583.3333,5000.0000,7.7000,33.0000,0.0000
1979-03-29,28.784506,0,6.379863,2.1185,4.5103,1.7590,0.6328,26.8675,238.5149,268.6754,583.3333,5000.0000,7.7000,33.0000,0.0000
1979-03-30,29.557726,0,6.587478,2.1443,4.5653,1.7805,0.6405,26.7470,240.8071,267.4699,583.3333,5000.0000,7.7000,33.0000,0.0000
1979-03-31,29.195289,0,6.820514,2.1568,4.5920,1.7909,0.6443,26.9518,236.1485,269.5176,583.3333,5000.0000,7.7000,33.0000,0.0000
1979-04-01,28.939025,0,7.056906,2.1683,4.6164,1.8004,0.6477,27.1838,231.0525,271.8379,583.3333,5000.0000,7.7000,33.0000,0.0000
1979-04-02,29.389563,0,7.283760,2.1861,4.6542,1.8151,0.6530,27.2659,229.0968,272.6591,583.3333,5000.0000,7.7000,33.0000,0.0000
1979-04-03,28.502288,0,7.533577,2.1915,4.6656,1.8196,0.6546,27.6489,221.2744,276.4889,583.3333,5000.0000,7.7000,33.0000,0.0000
1979-04-04,27.540744,0,7.790657,2.1934,4.6697,1.8212,0.6552,28.1215,212.1836,281.2147,583.3333,5000.0000,7.7000,33.0000,0.0000
1979-04-05,26.561913,0,8.054582,2.1920,4.6668,1.8200,0.6547,28.6827,202.0950,286.8268,583.3333,5000.0000,7.7000,33.0000,0.0000
1979-04-06,25.326425,0,8.333038,2.1829,4.6475,1.8125,0.6520,29.4521,189.4077,294.5214,583.3333,5000.0000,7.7000,33.0000,0.0000
1979-04-07,23.979178,0,8.620995,2.1691,4.6180,1.8010,0.6479,30.3692,175.7378,303.6923,583.3333,5000.0000,7.7000,33.0000,0.0000
1979-04-08,22.667389,0,8.918673,2.1504,4.5783,1.7855,0.6423,31.4505,161.3700,314.5045,583.3333,5000.0000,7.7000,33.0000,0.0000
1979-04-09,21.361791,0,9.227336,2.1263,4.5269,1.7655,0.6351,32.7326,146.4154,327.3259,583.3333,5000.0000,7.7000,33.0000,0.0000
1979-04-10,26.060849,0,9.027306,2.4000,5.1096,1.9927,0.7169,26.3665,245.7017,263.6654,583.3333,5000.0000,7.7000,33.0000,10.0000
1979-04-11,25.115007,0,9.283388,2.4063,5.1231,1.9980,0.7188,26.7061,237.9495,267.0612,583.3333,5000.0000,7.7000,33.0000,10.0000
1979-04-12,24.320893,0,9.535559,2.4155,5.1427,2.0056,0.7215,26.9861,231.7526,269.8610,583.3333,5000.0000,7.7000,33.0000,10.0000
1979-04-13,22.992511,0,9.798212,2.4185,5.1489,2.0081,0.7224,27.4028,223.0796,274.0282,583.3333,5000.0000,7.7000,33.0000,10.0000
1979-04-14,21.842738,0,10.060854,2.4217,5.1558,2.0107,0.7234,27.8164,214.9073,278.1636,583.3333,5000.0000,7.7000,33.0000,10.0000
1979-04-15,20.796306,0,10.323804,2.4249,5.1626,2.0134,0.7243,28.2319,207.1075,282.3188,583.3333,5000.0000,7.7000,33.0000,10.0000
1979-04-16,19.779108,0,10.587710,2.4277,5.1686,2.0157,0.7252,28.6596,199.4896,286.5956,583.3333,5000.0000,7.7000,33.0000,10.0000
1979-04-17,18.761813,0,10.852402,2.4301,5.1737,2.0177,0.7259,29.0983,192.0784,290.9826,583.3333,5000.0000,7.7000,33.0000,10.0000
1979-04-18,17.805409,0,11.116968,2.4326,5.1791,2.0199,0.7266,29.5358,185.0589,295.3585,583.3333,5000.0000,7.7000,33.0000,10.0000
1979-04-19,16.900476,0,11.380723,2.4357,5.1857,2.0224,0.7275,29.9629,178.5394,299.6287,583.3333,5000.0000,7.7000,33.0000,10.0000
1979-04-20,16.189773,0,11.642274,2.4401,5.1951,2.0261,0.7289,30.3587,172.7579,303.5870,583.3333,5000.0000,7.7000,33.0000,10.0000
1979-04-21,15.506788,0,11.904071,2.4443,5.2040,2.0295,0.7301,30.7606,167.1512,307.6062,583.3333,5000.0000,7.7000,33.0000,10.0000
1979-04-22,14.791142,0,12.166241,2.4481,5.2121,2.0327,0.7313,31.1718,161.6768,311.7179,583.3333,5000.0000,7.7000,33.0000,10.0000
1979-04-23,13.991701,0,12.429559,2.4510,5.2182,2.0351,0.7321,31.6057,156.1762,316.0569,583.3333,5000.0000,7.7000,33.0000,10.0000
1979-04-24,13.382976,0,12.686437,2.4577,5.2325,2.0407,0.7341,31.9436,152.0215,319.4358,583.3333,5000.0000,7.7000,33.0000,10.0000
1979-04-25,13.577132,0,12.916456,2.4812,5.2825,2.0602,0.7411,31.8592,152.7698,318.5920,583.3333,5000.0000,7.7000,33.0000,10.0000
1979-04-26,14.541444,0,13.095837,2.5372,5.4017,2.1067,0.7579,30.9904,163.0175,309.9038,583.3333,5000.0000,7.7000,33.0000,10.0000
1979-04-27,14.313794,0,13.327189,2.5597,5.4496,2.1253,0.7646,30.9373,163.4538,309.3727,583.3333,5000.0000,7.7000,33.0000,10.0000
1979-04-28,14.332694,0,13.554263,2.5847,5.5028,2.1461,0.7720,30.8243,164.6569,308.2431,583.3333,5000.0000,7.7000,33.0000,10.0000
1979-04-29,14.871325,0,13.754584,2.6273,5.5935,2.1815,0.7848,30.3144,171.1356,303.1437,583.3333,5000.0000,7.7000,33.0000,10.0000
1979-04-30,14.958279,0,13.974729,2.6564,5.6556,2.2057,0.7935,30.1146,173.6216,301.1459,583.3333,5000.0000,7.7000,33.0000,10.0000
1979-05-01,14.930258,0,14.199216,2.6822,5.7105,2.2271,0.8012,29.9890,175.1183,299.8898,583.3333,5000.0000,7.7000,33.0000,10.0000
1979-05-02,15.622301,0,14.386379,2.7334,5.8195,2.2696,0.8165,29.3280,184.4738,293.2796,583.3333,5000.0000,7.7000,33.0000,10.0000
1979-05-03,16.090578,0,14.588588,2.7741,5.9061,2.3034,0.8286,28.9062,190.7236,289.0618,583.3333,5000.0000,7.7000,33.0000,10.0000
1979-05-04,15.885101,0,14.811457,2.7996,5.9605,2.3246,0.8363,28.7938,192.2371,287.9376,583.3333,5000.0000,7.7000,33.0000,10.0000
1979-05-05,15.718282,0,15.032436,2.8258,6.0163,2.3463,0.8441,28.6672,194.0000,286.6716,583.3333,5000.0000,7.7000,33.0000,10.0000
1979-05-06,15.536447,0,15.257014,2.8487,6.0649,2.3653,0.8509,28.6048,194.7352,286.0479,583.3333,5000.0000,7.7000,33.0000,10.0000
1979-05-07,15.146252,0,15.486909,2.8667,6.1033,2.3803,0.8563,28.6313,194.0233,286.3127,583.3333,5000.0000,7.7000,33.0000,10.0000
1979-05-08,13.249870,0,15.719649,2.8817,6.1351,2.3927,0.8608,28.7127,192.4281,287.1270,583.3333,5000.0000,7.7000,33.0000,10.0000
1979-05-09,14.206041,0,15.955769,2.8930,6.1593,2.4021,0.8641,28.8580,189.8381,288.5800,583.3333,5000.0000,7.7000,33.0000,10.0000
1979-05-10,13.665543,0,16.194663,2.9011,6.1765,2.4089,0.8666,29.0603,186.4139,290.6034,583.3333,5000.0000,7.7000,33.0000,10.0000
1979-05-11,11.920763,0,16.430922,2.9099,6.1952,2.4161,0.8692,29.2441,183.3523,292.4412,583.3333,5000.0000,7.7000,33.0000,10.0000
1979-05-12,12.793549,0,16.671620,2.9141,6.2041,2.4196,0.8704,29.5121,179.1263,295.1210,583.3333,5000.0000,7.7000,33.0000,10.0000
1979-05-13,12.343959,0,16.912935,2.9164,6.2090,2.4215,0.8711,29.8116,174.5897,298.1156,583.3333,5000.0000,7.7000,33.0000,10.0000
1979-05-14,10.595166,0,17.154177,2.9173,6.2110,2.4223,0.8714,30.1342,169.8960,301.3419,583.3333,5000.0000,7.7000,33.0000,10.0000
1979-05-15,8.435126,0,17.395371,2.9167,6.2097,2.4218,0.8712,30.4820,165.0467,304.8203,583.3333,5000.0000,7.7000,33.0000,10.0000
1979-05-16,10.931820,0,17.637561,2.9138,6.2036,2.4194,0.8704,30.8726,159.8549,308.7256,583.3333,5000.0000,7.7000,33.0000,10.0000
1979-05-17,10.531018,0,17.873201,2.9142,6.2043,2.4197,0.8705,31.1933,155.7205,311.9325,583.3333,5000.0000,7.7000,33.0000,10.0000
1979-05-18,11.027412,0,18.062656,2.9469,6.2740,2.4469,0.8802,30.8414,159.7967,308.4138,583.3333,5000.0000,7.7000,33.0000,10.0000
1979-05-19,7.584462,0,18.201396,3.0165,6.4221,2.5046,0.9010,29.7760,173.6256,297.7596,583.3333,5000.0000,7.7000,33.0000,10.0000
1979-05-20,8.756959,0,18.434396,3.0134,6.4155,2.5020,0.9001,30.1264,168.5846,301.2644,583.3333,5000.0000,7.7000,33.0000,10.0000
1979-05-21,11.148930,0,18.656899,3.0163,6.4218,2.5045,0.9010,30.3540,165.3411,303.5395,583.3333,5000.0000,7.7000,33.0000,10.0000
1979-05-22,10.926463,0,18.870863,3.0238,6.4377,2.5107,0.9032,30.4859,163.4056,304.8594,583.3333,5000.0000,7.7000,33.0000,10.0000
1979-05-23,9.575514,0,19.084389,3.0296,6.4501,2.5155,0.9049,30.6427,161.1885,306.4268,583.3333,5000.0000,7.7000,33.0000,10.0000
1979-05-24,9.305791,0,19.301663,3.0305,6.4519,2.5163,0.9052,30.8882,157.9184,308.8818,583.3333,5000.0000,7.7000,33.0000,10.0000
1979-05-25,10.115291,0,19.517584,3.0303,6.4515,2.5161,0.9051,31.1482,154.5666,311.4818,583.3333,5000.0000,7.7000,33.0000,10.0000
1979-05-26,6.950840,0,19.731803,3.0292,6.4491,2.5152,0.9048,31.4186,151.1919,314.1862,583.3333,5000.0000,7.7000,33.0000,10.0000
1979-05-27,8.044328,0,19.943626,3.0277,6.4459,2.5139,0.9044,31.6900,147.9078,316.9004,583.3333,5000.0000,7.7000,33.0000,10.0000
1979-05-28,9.001178,0,20.154096,3.0249,6.4401,2.5116,0.9035,31.9796,144.5255,319.7955,583.3333,5000.0000,7.7000,33.0000,10.0000
1979-05-29,9.075660,0,20.330025,3.0460,6.4851,2.5292,0.9099,31.7744,146.5869,317.7435,583.3333,5000.0000,7.7000,33.0000,10.0000
1979-05-30,9.228943,0,20.483631,3.0820,6.5617,2.5591,0.9206,31.2699,152.1333,312.6988,583.3333,5000.0000,7.7000,33.0000,10.0000
1979-05-31,8.921685,0,20.688069,3.0766,6.5501,2.5546,0.9190,31.5785,148.4006,315.7848,583.3333,5000.0000,7.7000,33.0000,10.0000
1979-06-01,8.702382,0,20.885407,3.0741,6.5449,2.5525,0.9182,31.8211,145.5166,318.2107,583.3333,5000.0000,7.7000,33.0000,10.0000
1979-06-02,8.424137,0,21.081163,3.0703,6.5368,2.5493,0.9171,32.0825,142.5097,320.8245,583.3333,5000.0000,7.7000,33.0000,10.0000
1979-06-03,8.134313,0,21.270307,3.0690,6.5339,2.5482,0.9167,32.2856,140.1946,322.8555,583.3333,5000.0000,7.7000,33.0000,10.0000
1979-06-04,7.848392,0,21.461175,3.0637,6.5226,2.5438,0.9151,32.5608,137.1998,325.6077,583.3333,5000.0000,7.7000,33.0000,10.0000
1979-06-05,7.670902,0,21.648692,3.0583,6.5111,2.5393,0.9135,32.8304,134.3490,328.3036,583.3333,5000.0000,7.7000,33.0000,10.0000
1979-06-06,7.413303,0,21.837246,3.0494,6.4922,2.5320,0.9109,33.1650,130.9617,331.6502,583.3333,5000.0000,7.7000,33.0000,10.0000
1979-06-07,7.628499,0,21.965486,3.0837,6.5652,2.5604,0.9211,32.5914,136.4033,325.9142,583.3333,5000.0000,7.7000,33.0000,10.0000
1979-06-08,7.581103,0,22.126804,3.0900,6.5786,2.5656,0.9230,32.5892,136.2676,325.8920,583.3333,5000.0000,7.7000,33.0000,10.0000
1979-06-09,6.652328,0,22.290400,3.0916,6.5821,2.5670,0.9235,32.6711,135.2944,326.7108,583.3333,5000.0000,7.7000,33.0000,10.0000
1979-06-10,8.157526,0,22.403428,3.1294,6.6625,2.5984,0.9347,32.0154,141.8814,320.1542,583.3333,5000.0000,7.7000,33.0000,10.0000
1979-06-11,8.109263,0,22.562233,3.1288,6.6612,2.5979,0.9346,32.1198,140.6211,321.1976,583.3333,5000.0000,7.7000,33.0000,10.0000
1979-06-12,7.779706,0,22.725966,3.1213,6.6454,2.5917,0.9323,32.3508,138.0703,323.5085,583.3333,5000.0000,7.7000,33.0000,10.0000
1979-06-13,7.393560,0,22.883788,3.1154,6.6328,2.5868,0.9306,32.5424,135.9805,325.4241,583.3333,5000.0000,7.7000,33.0000,10.0000
1979-06-14,7.374014,0,23.041020,3.1069,6.6146,2.5797,0.9280,32.7780,133.5039,327.7801,583.3333,5000.0000,7.7000,33.0000,10.0000
1979-06-15,7.112052,0,23.198900,3.0947,6.5888,2.5696,0.9244,33.0789,130.4708,330.7888,583.3333,5000.0000,7.7000,33.0000,10.0000
1979-06-16,6.544322,0,23.354593,3.0812,6.5599,2.5584,0.9204,33.4021,127.3294,334.0210,583.3333,5000.0000,7.7000,33.0000,10.0000
1979-06-17,6.346710,0,23.504645,3.0688,6.5336,2.5481,0.9167,33.6932,124.5783,336.9320,583.3333,5000.0000,7.7000,33.0000,10.0000
1979-06-18,6.495200,0,23.639313,3.0650,6.5255,2.5449,0.9155,33.7942,123.5634,337.9423,583.3333,5000.0000,7.7000,33.0000,10.0000
1979-06-19,6.426640,0,23.778608,3.0545,6.5031,2.5362,0.9124,34.0284,121.4131,340.2845,583.3333,5000.0000,7.7000,33.0000,10.0000
1979-06-20,4.573053,0,23.869646,3.0773,6.5516,2.5551,0.9192,33.5406,125.5759,335.4062,583.3333,5000.0000,7.7000,33.0000,10.0000
