datetime,depth_range,division,taxa_name,biomass_conc,genus
1995-04-11T00:00:00Z,0-8m,Miscellaneous,Miscellaneous,0.03248746,""
1995-04-11T00:00:00Z,0-8m,Chlorophyta,Chlamydomonas inepta,0.0069616,Chlamydomonas
1995-04-11T00:00:00Z,0-8m,Bacillariophyta,Achnanthes minutissima ,0.00097947,Achnanthes
1995-04-24T00:00:00Z,0-8m,Chrysophyta,Mallomonas  ,0.008702,Mallomonas
1995-04-24T00:00:00Z,0-8m,Bacillariophyta,Nitzschia  ,0.00095783,Nitzschia
1995-04-24T00:00:00Z,0-8m,Bacillariophyta,Nitzschia acicularis ,0.00335241,Nitzschia
1995-04-24T00:00:00Z,0-8m,Bacillariophyta,Stephanodiscus niagarae ,0.2632,Stephanodiscus
1995-04-24T00:00:00Z,0-8m,Bacillariophyta,Stephanodiscus hantzschii ,0.3368,Stephanodiscus
1995-04-24T00:00:00Z,0-8m,Bacillariophyta,Synedra  ,0.01277107,Synedra
1995-04-24T00:00:00Z,0-8m,Bacillariophyta,Cyclostephanos invisitatus ,0.7275,Cyclostephanos
1995-04-24T00:00:00Z,0-8m,Chrysophyta,Kephyrion sp5 ,0.00100718,Kephyrion
1995-04-24T00:00:00Z,0-8m,Chlorophyta,Monoraphidium arcuatum,0.0013459,Monoraphidium
1995-04-24T00:00:00Z,0-8m,Chlorophyta,Chlamydomonas  ,0.00805741,Chlamydomonas
1995-04-24T00:00:00Z,0-8m,Chlorophyta,Chlamydomonas globosa ,0.04692633,Chlamydomonas
1995-04-24T00:00:00Z,0-8m,Chlorophyta,Chlamydomonas incerta ,0.04695454,Chlamydomonas
1995-04-24T00:00:00Z,0-8m,Chlorophyta,Dictyosphaerium pulchellum ,0.0069616,Dictyosphaerium
1995-04-24T00:00:00Z,0-8m,Chlorophyta,Sphaerocystis schroeteri ,0.00302153,Sphaerocystis
1995-04-24T00:00:00Z,0-8m,Chlorophyta,Chlorococcaceae,0.00412539,""
1995-04-24T00:00:00Z,0-8m,Chlorophyta,Phacotus lendneri,0.00836324,Phacotus
1995-04-24T00:00:00Z,0-8m,Cryptophyta,Cryptomonas erosa ,0.02315465,Cryptomonas
1995-04-24T00:00:00Z,0-8m,Cryptophyta,Rhodomonas minuta ,0.00787099,Rhodomonas
1995-04-24T00:00:00Z,0-8m,Cryptophyta,Rhodomonas minuta var. nannoplanctica,0.0796393,Rhodomonas
1995-04-24T00:00:00Z,0-8m,Cryptophyta,Cryptomonas ovata ,0.1024,Cryptomonas
1995-04-24T00:00:00Z,0-8m,Cyanophyta,Oscillatoria limnetica ,0.00191566,Pseudanabaena
1995-04-24T00:00:00Z,0-8m,Pyrrhophyta,Glenodinium quadridens ,0.1046,Glenodinium
1995-04-24T00:00:00Z,0-8m,Pyrrhophyta,Gymnodinium sp2 ,0.02475235,Gymnodinium
1995-04-24T00:00:00Z,0-8m,Pyrrhophyta,Gymnodinium sp3 ,0.01756729,Gymnodinium
1995-04-24T00:00:00Z,0-8m,Miscellaneous,Miscellaneous,0.08908671,""
1995-04-24T00:00:00Z,0-8m,Miscellaneous,Miscellaneous,0.05743319,""
1995-04-24T00:00:00Z,0-8m,Chlorophyta,Deasonia gigantica,0.0017404,Deasonia
1995-04-24T00:00:00Z,0-8m,Chlorophyta,Chlamydomonas inepta,0.01082915,Chlamydomonas
1995-04-24T00:00:00Z,0-8m,Bacillariophyta,Achnanthes minutissima ,0.00031928,Achnanthes
1995-05-23T00:00:00Z,0-8m,Bacillariophyta,Cyclotella bodanica ,0.00068572,Cyclotella
1995-05-23T00:00:00Z,0-8m,Chlorophyta,Chlorococcaceae,0.00077351,""
1995-05-23T00:00:00Z,0-8m,Cryptophyta,Cryptomonas erosa ,0.00064008,Cryptomonas
1995-05-23T00:00:00Z,0-8m,Cryptophyta,Rhodomonas minuta ,0.00058124,Rhodomonas
1995-05-23T00:00:00Z,0-8m,Cryptophyta,Rhodomonas minuta var. nannoplanctica,0.00310602,Rhodomonas
1995-05-23T00:00:00Z,0-8m,Cryptophyta,Cryptomonas ovata ,0.00666753,Cryptomonas
1995-05-23T00:00:00Z,0-8m,Cyanophyta,Lyngbya limnetica ,0.00025421,Lyngbya
1995-05-23T00:00:00Z,0-8m,Cyanophyta,Oscillatoria limnetica ,7.329e-05,Pseudanabaena
1995-05-23T00:00:00Z,0-8m,Cyanophyta,Phormidium mucicola,0.00012699,Pseudanabaena
1995-05-23T00:00:00Z,0-8m,Cyanophyta,Microcystis aeruginosa ,0.7492,Microcystis
1995-05-23T00:00:00Z,0-8m,Cyanophyta,Microcystis aeruginosa ,0.05564143,Microcystis
1995-05-23T00:00:00Z,0-8m,Miscellaneous,Miscellaneous,0.00226615,""
1995-05-23T00:00:00Z,0-8m,Chlorophyta,Chlamydomonas inepta,9.765e-05,Chlamydomonas
1995-05-23T00:00:00Z,0-8m,Bacillariophyta,Achnanthes minutissima ,0.00034009,Achnanthes
1995-06-06T00:00:00Z,0-8m,Chrysophyta,Mallomonas caudata ,0.00172893,Mallomonas
1995-06-06T00:00:00Z,0-8m,Bacillariophyta,Nitzschia  ,0.00085637,Nitzschia
1995-06-06T00:00:00Z,0-8m,Chlorophyta,Schroederia judayi ,0.01070988,Schroederia
1995-06-06T00:00:00Z,0-8m,Chlorophyta,Chlorococcaceae,0.00038676,""
1995-06-06T00:00:00Z,0-8m,Cryptophyta,Cryptomonas erosa ,0.00808557,Cryptomonas
1995-06-06T00:00:00Z,0-8m,Cryptophyta,Rhodomonas minuta var. nannoplanctica,0.00102172,Rhodomonas
1995-06-06T00:00:00Z,0-8m,Cryptophyta,Cryptomonas ovata ,0.04658967,Cryptomonas
1995-06-06T00:00:00Z,0-8m,Cyanophyta,Aphanizomenon flos-aquae,0.00989137,Aphanizomenon
1995-06-06T00:00:00Z,0-8m,Cyanophyta,Chroococcus limneticus ,0.00060032,Chroococcus
1995-06-06T00:00:00Z,0-8m,Cyanophyta,Phormidium mucicola,5.857e-05,Pseudanabaena
1995-06-06T00:00:00Z,0-8m,Cyanophyta,Microcystis aeruginosa ,0.04705032,Microcystis
1995-06-06T00:00:00Z,0-8m,Cyanophyta,Microcystis aeruginosa ,0.01624373,Microcystis
1995-06-06T00:00:00Z,0-8m,Miscellaneous,Miscellaneous,0.0030457,""
1995-06-06T00:00:00Z,0-8m,Miscellaneous,Miscellaneous,0.00135969,""
1995-06-06T00:00:00Z,0-8m,Chlorophyta,Deasonia gigantica,0.00300162,Deasonia
1995-06-06T00:00:00Z,0-8m,Chlorophyta,Schizochlamys compacta ,0.06278179,Schizochlamys
1995-06-06T00:00:00Z,0-8m,Bacillariophyta,Achnanthes minutissima ,0.00019157,Achnanthes
1995-06-20T00:00:00Z,0-8m,Chlorophyta,Oocystis parva ,0.00023541,Oocystis
1995-06-20T00:00:00Z,0-8m,Chlorophyta,Schroederia judayi ,0.00222759,Schroederia
1995-06-20T00:00:00Z,0-8m,Cryptophyta,Cryptomonas erosa ,0.00370842,Cryptomonas
1995-06-20T00:00:00Z,0-8m,Cryptophyta,Rhodomonas minuta var. nannoplanctica,0.00736644,Rhodomonas
1995-06-20T00:00:00Z,0-8m,Cryptophyta,Cryptomonas ovata ,0.01548844,Cryptomonas
1995-06-20T00:00:00Z,0-8m,Cyanophyta,Anabaena flos-aquae ,0.2929,Anabaena
1995-06-20T00:00:00Z,0-8m,Cyanophyta,Aphanizomenon flos-aquae,0.6559,Aphanizomenon
1995-06-20T00:00:00Z,0-8m,Cyanophyta,Aphanocapsa delicatissima ,0.00054815,Aphanocapsa
1995-06-20T00:00:00Z,0-8m,Cyanophyta,Microcystis aeruginosa ,0.00588531,Microcystis
1995-06-20T00:00:00Z,0-8m,Miscellaneous,Miscellaneous,0.00414381,""
1995-06-20T00:00:00Z,0-8m,Chlorophyta,Schizochlamys compacta ,0.3513,Schizochlamys
1995-06-20T00:00:00Z,0-8m,Bacillariophyta,Achnanthes minutissima ,0.00196067,Achnanthes
1995-07-06T00:00:00Z,0-8m,Chlorophyta,Schroederia judayi ,0.00359472,Schroederia
1995-07-06T00:00:00Z,0-8m,Cryptophyta,Cryptomonas erosa ,0.00170689,Cryptomonas
1995-07-06T00:00:00Z,0-8m,Cryptophyta,Rhodomonas minuta ,0.0040687,Rhodomonas
1995-07-06T00:00:00Z,0-8m,Cryptophyta,Rhodomonas minuta var. nannoplanctica,0.00931804,Rhodomonas
1995-07-06T00:00:00Z,0-8m,Cyanophyta,Anabaena flos-aquae ,0.1871,Anabaena
1995-07-06T00:00:00Z,0-8m,Cyanophyta,Aphanizomenon flos-aquae,9.254,Aphanizomenon
1995-07-06T00:00:00Z,0-8m,Cyanophyta,Coelosphaerium naegelianum ,0.00494496,Woronichinia
1995-07-06T00:00:00Z,0-8m,Cyanophyta,Oscillatoria limnetica ,0.02044096,Pseudanabaena
1995-07-06T00:00:00Z,0-8m,Cyanophyta,Microcystis aeruginosa ,0.01054037,Microcystis
1995-07-06T00:00:00Z,0-8m,Cyanophyta,Synechocystis  ,0.00464107,Synechocystis
1995-07-06T00:00:00Z,0-8m,Pyrrhophyta,Gymnodinium sp2 ,0.00217006,Gymnodinium
1995-07-06T00:00:00Z,0-8m,Miscellaneous,Miscellaneous,0.0017404,""
1995-07-18T00:00:00Z,0-8m,Cryptophyta,Cryptomonas erosa ,0.00271048,Cryptomonas
1995-07-18T00:00:00Z,0-8m,Cryptophyta,Rhodomonas minuta var. nannoplanctica,0.00490423,Rhodomonas
1995-07-18T00:00:00Z,0-8m,Cyanophyta,Anabaena flos-aquae ,0.00468732,Anabaena
1995-07-18T00:00:00Z,0-8m,Cyanophyta,Aphanizomenon flos-aquae,2.83,Aphanizomenon
1995-07-18T00:00:00Z,0-8m,Cyanophyta,Coelosphaerium naegelianum ,0.00659328,Woronichinia
1995-07-18T00:00:00Z,0-8m,Cyanophyta,Oscillatoria limnetica ,0.03104735,Pseudanabaena
1995-07-18T00:00:00Z,0-8m,Cyanophyta,Microcystis aeruginosa ,0.04042816,Microcystis
1995-07-18T00:00:00Z,0-8m,Cyanophyta,Microcystis aeruginosa ,0.0857872,Microcystis
1995-07-18T00:00:00Z,0-8m,Miscellaneous,Miscellaneous,0.00986227,""
1995-07-18T00:00:00Z,0-8m,Miscellaneous,Miscellaneous,0.00580133,""
1995-08-02T00:00:00Z,0-8m,Chlorophyta,Monoraphidium arcuatum,0.00029338,Monoraphidium
1995-08-02T00:00:00Z,0-8m,Chlorophyta,Closterium moniliferum ,0.00031798,Closterium
1995-08-02T00:00:00Z,0-8m,Chlorophyta,Dictyosphaerium pulchellum ,0.00164789,Dictyosphaerium
1995-08-02T00:00:00Z,0-8m,Chlorophyta,Sphaerocystis schroeteri ,0.00490704,Sphaerocystis
1995-08-02T00:00:00Z,0-8m,Chlorophyta,Scenedesmus quadricauda ,0.00098936,Scenedesmus
1995-08-02T00:00:00Z,0-8m,Cryptophyta,Cryptomonas erosa ,0.00085344,Cryptomonas
1995-08-02T00:00:00Z,0-8m,Cryptophyta,Rhodomonas minuta var. nannoplanctica,0.01961693,Rhodomonas
1995-08-02T00:00:00Z,0-8m,Cyanophyta,Anabaena flos-aquae ,0.01362253,Anabaena
1995-08-02T00:00:00Z,0-8m,Cyanophyta,Cylindrospermopsis raciborskii ,0.00494681,Cylindrospermopsis
1995-08-02T00:00:00Z,0-8m,Cyanophyta,Aphanizomenon flos-aquae,0.314,Aphanizomenon
1995-08-02T00:00:00Z,0-8m,Cyanophyta,Aphanocapsa delicatissima ,0.03177089,Aphanocapsa
1995-08-02T00:00:00Z,0-8m,Cyanophyta,Coelosphaerium naegelianum ,0.01089437,Woronichinia
1995-08-02T00:00:00Z,0-8m,Cyanophyta,Coelosphaerium naegelianum ,0.00024481,Woronichinia
1995-08-02T00:00:00Z,0-8m,Cyanophyta,Merismopedia tenuissima ,0.5308,Merismopedia
1995-08-02T00:00:00Z,0-8m,Cyanophyta,Oscillatoria limnetica ,0.00348109,Pseudanabaena
1995-08-02T00:00:00Z,0-8m,Cyanophyta,Microcystis aeruginosa ,0.6047,Microcystis
1995-08-02T00:00:00Z,0-8m,Cyanophyta,Microcystis aeruginosa ,0.1628,Microcystis
1995-08-02T00:00:00Z,0-8m,Miscellaneous,Miscellaneous,0.0008702,""
1995-08-02T00:00:00Z,0-8m,Miscellaneous,Miscellaneous,0.00116027,""
1995-08-02T00:00:00Z,0-8m,Chlorophyta,Monoraphidium capricornutum,0.00587947,Monoraphidium
1995-08-14T00:00:00Z,0-8m,Bacillariophyta,Cocconeis placentula ,0.00513003,Cocconeis
1995-08-14T00:00:00Z,0-8m,Bacillariophyta,Cyclotella bodanica ,0.00243811,Cyclotella
1995-08-14T00:00:00Z,0-8m,Bacillariophyta,Aulacoseira granulata ,0.00439717,Aulacoseira
1995-08-14T00:00:00Z,0-8m,Chlorophyta,Oocystis parva ,0.0052,Oocystis
1995-08-14T00:00:00Z,0-8m,Cryptophyta,Cryptomonas erosa ,0.00256033,Cryptomonas
1995-08-14T00:00:00Z,0-8m,Cryptophyta,Rhodomonas minuta var. nannoplanctica,0.00826454,Rhodomonas
1995-08-14T00:00:00Z,0-8m,Cyanophyta,Anabaena circinalis ,0.00488263,Anabaena
1995-08-14T00:00:00Z,0-8m,Cyanophyta,Anabaena flos-aquae ,0.01318309,Anabaena
1995-08-14T00:00:00Z,0-8m,Cyanophyta,Cylindrospermopsis raciborskii ,0.0283881,Cylindrospermopsis
1995-08-14T00:00:00Z,0-8m,Cyanophyta,Aphanizomenon flos-aquae,0.1004,Aphanizomenon
1995-08-14T00:00:00Z,0-8m,Cyanophyta,Aphanocapsa delicatissima ,0.1517,Aphanocapsa
1995-08-14T00:00:00Z,0-8m,Cyanophyta,Coelosphaerium naegelianum ,0.05229813,Woronichinia
1995-08-14T00:00:00Z,0-8m,Cyanophyta,Merismopedia tenuissima ,0.124,Merismopedia
1995-08-14T00:00:00Z,0-8m,Cyanophyta,Oscillatoria limnetica ,0.00247341,Pseudanabaena
1995-08-14T00:00:00Z,0-8m,Cyanophyta,Oscillatoria tenuis ,0.0026383,Oscillatoria
1995-08-14T00:00:00Z,0-8m,Cyanophyta,Microcystis aeruginosa ,9.294,Microcystis
1995-08-14T00:00:00Z,0-8m,Cyanophyta,Microcystis aeruginosa ,0.262,Microcystis
1995-08-14T00:00:00Z,0-8m,Miscellaneous,Miscellaneous,0.00464107,""
1995-08-14T00:00:00Z,0-8m,Miscellaneous,Miscellaneous,0.00232053,""
1995-08-14T00:00:00Z,0-8m,Chlorophyta,Monoraphidium capricornutum,0.00783929,Monoraphidium
1995-08-30T00:00:00Z,0-8m,Bacillariophyta,Cocconeis placentula ,0.02198583,Cocconeis
1995-08-30T00:00:00Z,0-8m,Chlorophyta,Dictyosphaerium pulchellum ,0.0018833,Dictyosphaerium
1995-08-30T00:00:00Z,0-8m,Chlorophyta,Oocystis parva ,0.00094165,Oocystis
1995-08-30T00:00:00Z,0-8m,Cryptophyta,Cryptomonas erosa ,0.0195073,Cryptomonas
1995-08-30T00:00:00Z,0-8m,Cryptophyta,Rhodomonas minuta var. nannoplanctica,0.01770973,Rhodomonas
1995-08-30T00:00:00Z,0-8m,Cryptophyta,Cryptomonas ovata ,0.00751279,Cryptomonas
1995-08-30T00:00:00Z,0-8m,Cyanophyta,Anabaena flos-aquae ,0.00418511,Anabaena
1995-08-30T00:00:00Z,0-8m,Cyanophyta,Cylindrospermopsis raciborskii ,0.4923,Cylindrospermopsis
1995-08-30T00:00:00Z,0-8m,Cyanophyta,Aphanizomenon flos-aquae,0.124,Aphanizomenon
1995-08-30T00:00:00Z,0-8m,Cyanophyta,Aphanocapsa delicatissima ,0.0525712,Aphanocapsa
1995-08-30T00:00:00Z,0-8m,Cyanophyta,Aphanothece nidulans ,0.1146,Aphanothece
1995-08-30T00:00:00Z,0-8m,Cyanophyta,Coelosphaerium naegelianum ,0.00312004,Woronichinia
1995-08-30T00:00:00Z,0-8m,Cyanophyta,Merismopedia tenuissima ,0.06319309,Merismopedia
1995-08-30T00:00:00Z,0-8m,Cyanophyta,Oscillatoria limnetica ,0.00196302,Pseudanabaena
1995-08-30T00:00:00Z,0-8m,Cyanophyta,Gomphosphaeria lacustris ,0.00139504,Gomphosphaeria
1995-08-30T00:00:00Z,0-8m,Cyanophyta,Microcystis aeruginosa ,1.095,Microcystis
1995-08-30T00:00:00Z,0-8m,Cyanophyta,Microcystis aeruginosa ,0.1815,Microcystis
1995-08-30T00:00:00Z,0-8m,Cyanophyta,Lyngbya circumcreta,0.04334349,Lyngbya
1995-08-30T00:00:00Z,0-8m,Miscellaneous,Miscellaneous,0.01631625,""
1995-08-30T00:00:00Z,0-8m,Miscellaneous,Miscellaneous,0.01118828,""
1995-09-05T00:00:00Z,0-8m,Bacillariophyta,Asterionella formosa ,0.00336898,Asterionella
1995-09-05T00:00:00Z,0-8m,Bacillariophyta,Cocconeis placentula ,0.01449517,Cocconeis
1995-09-05T00:00:00Z,0-8m,Bacillariophyta,Nitzschia  ,0.04579624,Nitzschia
1995-09-05T00:00:00Z,0-8m,Bacillariophyta,Nitzschia perminuta ,0.00383132,Nitzschia
1995-09-05T00:00:00Z,0-8m,Bacillariophyta,Stephanodiscus hantzschii ,3.376,Stephanodiscus
1995-09-05T00:00:00Z,0-8m,Bacillariophyta,Stephanodiscus hantzschii ,0.1295,Stephanodiscus
1995-09-05T00:00:00Z,0-8m,Bacillariophyta,Stephanodiscus minutulus ,0.2207,Stephanodiscus
1995-09-05T00:00:00Z,0-8m,Chlorophyta,Monoraphidium arcuatum,0.00582176,Monoraphidium
1995-09-05T00:00:00Z,0-8m,Chlorophyta,Ankistrodesmus convolutus ,0.0005035,Ankistrodesmus
1995-09-05T00:00:00Z,0-8m,Chlorophyta,Carteria platyrhyncha,0.01208611,Carteria
1995-09-05T00:00:00Z,0-8m,Chlorophyta,Chlamydomonas incerta ,0.01208611,Chlamydomonas
1995-09-05T00:00:00Z,0-8m,Chlorophyta,Oocystis parva ,0.00154702,Oocystis
1995-09-05T00:00:00Z,0-8m,Chlorophyta,Scenedesmus dimorphus ,0.00097066,Scenedesmus
1995-09-05T00:00:00Z,0-8m,Chlorophyta,Sphaerocystis schroeteri ,0.0013053,Sphaerocystis
1995-09-05T00:00:00Z,0-8m,Chlorophyta,Chlorococcaceae,0.09900941,""
1995-09-05T00:00:00Z,0-8m,Cryptophyta,Rhodomonas minuta var. nannoplanctica,0.03811225,Rhodomonas
1995-09-05T00:00:00Z,0-8m,Cryptophyta,Cryptomonas ovata ,0.01564856,Cryptomonas
1995-09-05T00:00:00Z,0-8m,Cyanophyta,Aphanocapsa elachista ,0.00039741,Aphanocapsa
1995-09-05T00:00:00Z,0-8m,Cyanophyta,Synechocystis  ,0.00163163,Synechocystis
1995-09-05T00:00:00Z,0-8m,Pyrrhophyta,Glenodinium quadridens ,0.0108983,Glenodinium
1995-09-05T00:00:00Z,0-8m,Pyrrhophyta,Pyrrhophyta,0.02520486,""
1995-09-05T00:00:00Z,0-8m,Miscellaneous,Miscellaneous,0.05710687,""
1995-09-05T00:00:00Z,0-8m,Miscellaneous,Miscellaneous,0.01885433,""
1995-09-05T00:00:00Z,0-8m,Bacillariophyta,Achnanthes minutissima ,0.00118532,Achnanthes
1995-09-11T00:00:00Z,0-8m,Xanthophyta,Chlorocloster  ,0.00058592,Chlorocloster
1995-09-11T00:00:00Z,0-8m,Chlorophyta,Oocystis parva ,0.04636232,Oocystis
1995-09-11T00:00:00Z,0-8m,Chlorophyta,Pediastrum duplex,0.01466571,Pediastrum
1995-09-11T00:00:00Z,0-8m,Chlorophyta,Quadrigula lacustris ,0.00049468,Quadrigula
